institution,canvas_host,country,curated
Instituto Irlandés de Nuevo Laredo,irlandesnuevolaredo.instructure.com,,0
Instituto México de Toluca,prepamarista.instructure.com,,0
Instituto para la calidad PUCP,institutoparalacalidad.instructure.com,,0
Instituto Profesional Virginio Gomez,virginiogomez.instructure.com,,0
Instituto Universitario del Iberá,unibera.instructure.com,,0
IntelliTec College,intellitec.instructure.com,,0
Interior Designers Institute,idi.instructure.com,,0
Interlochen Arts Academy,interlochen.instructure.com,,0
International Business University,ibu.instructure.com,,0
International Center for Captive Insurance Education,iccie.instructure.com,,0
International College of Health Sciences,ichs.instructure.com,,0
International Graduate School of Leadership,igsl.instructure.com,,0
International Grammar School,igssyd.instructure.com,,0
International Institute of Orthotics & Prosthetics,iiop.instructure.com,,0
International School Leadership,ischoolleadership.instructure.com,,0
International School of Colour+ Design,iscd.instructure.com,,0
International Schooling,internationalschooling.instructure.com,,0
INTI International University and Colleges,newinti.instructure.com,,0
Invictus Education Group,invictus.instructure.com,,0
Iowa City Community Schools,iowacityschools.instructure.com,,0
Iowa State University - Master Gardener,iastate.instructure.com,,0
Iowa Wesleyan University,iowacconline.instructure.com,,0
IPADE Business School,ipade.instructure.com,,0
Iredell Statesville Schools,iss.instructure.com,,0
Irish Management Institute,imi-trial.instructure.com,,0
Isaac Newton Christian Academy,inca.instructure.com,,0
ISDB - Idaho School for the Deaf and the Blind,iesdb.instructure.com,,0
Isle of Wight College,iwcollege.instructure.com,,0
ISR University,isruniversity.instructure.com,,0
ISSA College of Exercise Science,lionel.instructure.com,,0
Istanbul International School,istanbulint.instructure.com,,0
ITAM - Instituto Tecnológico Autónomo de México,itam.instructure.com,,0
Ithaca College,ithaca.instructure.com,,0
Itineris Early College High School,iechs.instructure.com,,0
iUniversity Prep - Students and Professors,iuniversityprep.instructure.com,,0
Ivey Business School,ivey.instructure.com,,0
IYRS School of Technology & Trades,iyrs.instructure.com,,0
Jackson College,jacksoncollege.instructure.com,,0
Jackson County School System - Classified,jackson.instructure.com,,0
Jackson State University,jsums.instructure.com,,0
Jacksonville State University,jsu.instructure.com,,0
James Faulkner Elementary School,sau24.instructure.com,,0
Jamestown Business College,jbc.instructure.com,,0
Jarvis Christian University,jarvis.instructure.com,,0
Jefferson College,jeffco.instructure.com,,0
Jefferson University; Thomas Jefferson University,jefferson.instructure.com,,0
Jenson University,nickjenson.instructure.com,,0
Jerrabomberra High School,jerrabomberra.instructure.com,,0
Jersey College,jerseycollege.instructure.com,,0
Jessup University,jessup.instructure.com,,0
Jewish Theological Seminary of America,jtsa.instructure.com,,0
Jinling High School,jlhs.instructure.com,,0
John Adams Academy,jaa.instructure.com,,0
John Burroughs School,jburroughs.instructure.com,,0
John Calvin School Albany,jcsa.instructure.com,,0
JOHN CARROLL HIGH SCHOOL,johncarroll.instructure.com,,0
John Edmondson High School,jedmondson.instructure.com,,0
John Monash Science School,jmss.instructure.com,,0
John Muir Charter Schools,jmcs.instructure.com,,0
John S. Burke Catholic HS,burkecatholic.instructure.com,,0
Johnson C Smith University,jcsu.instructure.com,,0
Johnson City Schools,jcschools.instructure.com,,0
Joliet Junior College,jjc.instructure.com,,0
Jones County Junior College,jcjc.instructure.com,,0
Joplin Schools,joplinschools.instructure.com,,0
Joyce University,joyce.instructure.com,,0
JPMC College of Health Sciences,jchs-feu.instructure.com,,0
Judicial College of Maryland,mdcourts.instructure.com,,0
Juilliard School,juilliard.instructure.com,,0
Juniata College,juniata.instructure.com,,0
Jurupa Unified,jurupausd.instructure.com,,0
Jönköping University,ju.instructure.com,,0
Kaiser Permanente Northern California Rehab Services Education,kpncalrse.instructure.com,,0
Kamehameha Schools,kamehameha.instructure.com,,0
Kang Chiao International School,kcislk.instructure.com,,0
Kannapolis City Schools,kcs.instructure.com,,0
Kansas State University,k-state.instructure.com,,0
Kansas State University Professional and Lifelong,noncreditksu.instructure.com,,0
Kansas Wesleyan University,kwu.instructure.com,,0
Karlafornia State University,karlasison.instructure.com,,0
Kaskaskia College,kaskaskiacollege.instructure.com,,0
Kathford International College of Engineering and Management,kathford.instructure.com,,0
KDU University College Penang,kdupg.instructure.com,,0
Kean University,kean.instructure.com,,0
Keck School of Medicine of USC,uscpublichealth.instructure.com,,0
Keele University,keele.instructure.com,,0
Keene State College,keene.instructure.com,,0
Kenan-Flagler Business School,kenan-flagler.instructure.com,,0
Kennedy Catholic High School,kennedycatholic.instructure.com,,0
Kennedy Krieger Institute,kennedykrieger.instructure.com,,0
Kennedy University of Leadership,kennedyu.instructure.com,,0
Kent Denver School,kentdenver.instructure.com,,0
Kent School,kentschool.instructure.com,,0
Kent State University,kent.instructure.com,,0
Kentucky Realtor Institute,kyrealtorinstitute.instructure.com,,0
Kentucky State University,kysu.instructure.com,,0
Kepler Space Institute,ksi.instructure.com,,0
Kettering College,kc.instructure.com,,0
Key Institute,keyinstitute.instructure.com,,0
KEYS - Kingdom Education for Young Scholars,keysofva.instructure.com,,0
Keys Schools,monroek12.instructure.com,,0
Keystone International Schools,keystone.instructure.com,,0
Keystone School,keystoneschool.instructure.com,,0
Khan Lab School,kls.instructure.com,,0
Killarney Heights High School,khhs.instructure.com,,0
Kilns College,kilnscollege.instructure.com,,0
Kinesio University,kinesio.instructure.com,,0
King Alfred School,kingalfred.instructure.com,,0
King University Faculty/Staff,king.instructure.com,,0
Kingdom Bible University,kingdombible.instructure.com,,0
Kingdom Collegiate Academies,ocbfchurch.instructure.com,,0
Kingdom University,kingdomuniversity.instructure.com,,0
Kingdomcity School,kingdomcityschool.instructure.com,,0
Kings County Office Of Education,kingscoe.instructure.com,,0
Kingsport City Schools,kingsport.instructure.com,,0
Kingsville Advanced Schools System,kingsvillephilippines.instructure.com,,0
Kingsway Christian College,kingsway.instructure.com,,0
Kingswood University,kingswooduniversity.instructure.com,,0
Kingswood University Catalogue,kingswoodcatalogue.instructure.com,,0
King’s Academy - AlKhazneh,alkhazneh.instructure.com,,0
King’s College,canvas.inspirededu.com,,0
KIPP Delta School System,arhosted.instructure.com,,0
Kirana Education,kirana.instructure.com,,0
Kisubi Schools,learn.kisubischools.org,,0
Klamath Falls City Schools,kfalls.instructure.com,,0
KLC International Institute [智源教育学院],klcii.instructure.com,,0
Knox Grammar School,knoxcurate.instructure.com,,0
Knoxville Catholic High School,knoxvillecatholic.instructure.com,,0
Kokomo School Corporation,kokomoschools.instructure.com,,0
Kold College,kold.instructure.com,,0
Kooringal High School,khs.instructure.com,,0
Kotara High School,kotarahs.instructure.com,,0
Kristianstad University,hkr.instructure.com,,0
Kristin School,kristin.instructure.com,,0
"KVS, ETKO, Kulkuri, Nomadskolan",kvs.instructure.com,,0
La Concepcion College,laconcepcioncollege.instructure.com,,0
La Roche College,laroche.instructure.com,,0
La Salle University,lasalle.instructure.com,,0
La Salle University - Ozamiz,lsu.instructure.com,,0
Lackawanna College Mobile,lackawanna.instructure.com,,0
Lafayette School Corporation,lsc.instructure.com,,0
Laguna College of Art and Design,lcad.instructure.com,,0
Lake Castle Private School New Orleans,lcnola.instructure.com,,0
Lake Castle Slidell Private School,lakecastleslidell.instructure.com,,0
Lake Center Christian School,lcchristian.instructure.com,,0
Lake Country Christian School,lccs.instructure.com,,0
Lake Elsinore Unified-Teachers/Students,leusd.instructure.com,,0
Lake Forest Academy,lfa.instructure.com,,0
Lake Forest College,lakeforestcollege.instructure.com,,0
Lake Forest Graduate School of Management,lfgsm.instructure.com,,0
Lake Highland Preparatory School,lhps.instructure.com,,0
Lake Land College,lakeland.instructure.com,,0
Lake Local Schools,lakelocal.instructure.com,,0
Lake Michigan College,lmc.instructure.com,,0
Lake Oconee Academy,loa.instructure.com,,0
Lake Technical College,laketech.instructure.com,,0
Lake Washington Institute of Technology,lwtech.instructure.com,,0
Lake Zurich Community Unit SD 95,lz95.instructure.com,,0
Lake-Sumter State College,lssc.instructure.com,,0
Lakeland Jr.-Sr. High School,lakelandsdpa.instructure.com,,0
Lakes College,lakescollege.instructure.com,,0
Lambton High School,lambtonhs.instructure.com,,0
Lamphere Schools,lamphereschools.instructure.com,,0
Lancaster Country Day School,lcds.instructure.com,,0
Land Bountiful School,lbschool.instructure.com,,0
Land School,landschool.instructure.com,,0
Landmark College,landmark.instructure.com,,0
Landmark School,landmarkschool.instructure.com,,0
Landon School,landonschool.instructure.com,,0
Langston University,langston.instructure.com,,0
Larkin School of Nursing,lsn.instructure.com,,0
Las Montanas Charter High School,lasmontanashigh.instructure.com,,0
Las Positas College,clpccd.instructure.com,,0
Latin American School,latin.instructure.com,,0
Latin School of Chicago,latinschool.instructure.com,,0
Laurel Institute,laurel.instructure.com,,0
Laurus College,lauruscollege.instructure.com,,0
Lawrence Technological University,lawrencetech.instructure.com,,0
Lawrence University,lawrence.instructure.com,,0
Le Grand Union High School,lghs.instructure.com,,0
Le Moyne College,lemoyne.instructure.com,,0
Leadership Academy of Nevada,lanv.instructure.com,,0
Leadership Institute - DET External,leadershipinstitute.instructure.com,,0
Leake Academy,leakeacademy.instructure.com,,0
Learning Gate Community School,learninggate.instructure.com,,0
Leaves Institute,leaves.instructure.com,,0
Lebanon Community School Corporation - Parent/Guardian Indiana,lebanon.instructure.com,,0
Lebanon Community Schools,lebanonk12.instructure.com,,0
Lebanon Valley College,lvc.instructure.com,,0
Lee Christian School,leechristian.instructure.com,,0
Leech Lake Tribal College,lltc.instructure.com,,0
Legacy Education,legacytrcc.instructure.com,,0
Legacy Preparatory Academy,legacyprep.instructure.com,,0
Legend College Prep,legendcp.instructure.com,,0
Lehigh University - Vistex Institute,lehigh.instructure.com,,0
LeMoyne-Owen College,loc.instructure.com,,0
Lennox Academy,lmsta.instructure.com,,0
Lenoir City Schools,lenoircityschools.instructure.com,,0
Leo Baeck College,lbc.instructure.com,,0
Lethbridge Polytechnic,lethbridge.instructure.com,,0
Lewis & Clark Law School,lclarkonline.instructure.com,,0
Lexington Theological Seminary,lextheo.instructure.com,,0
Liberty Christian School,libertychristian.instructure.com,,0
Liberty County High School,lcsb.instructure.com,,0
Liberty Ranch High School,galt.instructure.com,,0
Liberty Union High,luhsd.instructure.com,,0
Liberty University - CASAS,libertyce.instructure.com,,0
Liberty University Online Academy,luoa.instructure.com,,0
Liberty University Open Course,luoc.instructure.com,,0
Life Academy International,lifeacademy.instructure.com,,0
Life Pacific University,lpu.instructure.com,,0
Life Schools || Students & Staff,lifeschools.instructure.com,,0
Life Skills HS - Cincinnati,lifeskillshs-cincinnati.instructure.com,,0
Life Skills HS - Cleveland,lifeskillshs-cleveland.instructure.com,,0
Life Skills HS - Colorado Springs,lifeskillshs-springs.instructure.com,,0
Life Skills HS - Columbus North,lifeskillshs-columbusn.instructure.com,,0
Life Skills HS - Columbus Southeast,lifeskillshs-columbusse.instructure.com,,0
Life Skills HS - Dayton,lifeskillshs-dayton.instructure.com,,0
Life Skills HS - Elyria,lifeskillshs-elyria.instructure.com,,0
Life Skills HS - North Akron,lifeskillshs-nakron.instructure.com,,0
Life Skills HS - Northeast Ohio,lifeskillshs-northeast.instructure.com,,0
Life Skills HS - Phoenix,lifeskillshs-phoenix.instructure.com,,0
Life Skills HS - Toledo,lifeskillshs-toledo.instructure.com,,0
Life Skills HS - Youngstown,lifeskillshs-youngstown.instructure.com,,0
Lighthouse Christian Academy - Parent and Guardian,mylca.instructure.com,,0
Lighthouse Christian University,lcu.instructure.com,,0
LIGS University,ligsuniversity.instructure.com,,0
LIM College,limcollege.instructure.com,,0
Limestone University,limestone.instructure.com,,0
Lincoln Academy,la.instructure.com,,0
Lincoln Charter,lincolncharter.instructure.com,,0
Lincoln College,lcg.instructure.com,,0
Lincoln Institute of Land Policy,lincolninst.instructure.com,,0
Lincoln Law School of San Jose,llawsj.instructure.com,,0
Lincoln Memorial University,lmunet.instructure.com,,0
Lincoln Technical Institute,lincolnedu.instructure.com,,0
Lincoln University,lincoln.instructure.com,,0
Lincoln University Oakland,lincolnuca.instructure.com,,0
Lincoln University of Pennsylvania,lincolnu.instructure.com,,0
Lindbergh Schools,lindbergh.instructure.com,,0
Lindenwood University,lindenwood.instructure.com,,0
Lindenwood University Accelerated,ancoraeducation.instructure.com,,0
Lindsey Wilson College,lindsey.instructure.com,,0
Lingnan University,ln.instructure.com,,0
Link School,linkschool.instructure.com,,0
Linköpings universitet - Medfak,liu-se.instructure.com,,0
Linnaeus University,lnu-ftk.instructure.com,,0
Linwood Holton Governor's School,hgs.instructure.com,,0
Lipscomb University,lipscomb.instructure.com,,0
Little Priest Tribal College,littlepriest.instructure.com,,0
Liverpool John Moores University,ljmu.instructure.com,,0
Living Education Academy,livingeducationacademy.instructure.com,,0
Logan University,logan.instructure.com,,0
Lojic Institute,lojic.instructure.com,,0
Loma Linda Academy,lomalinda.instructure.com,,0
Loma Linda University,llu.instructure.com,,0
London Interdisciplinary School,lisuk.instructure.com,,0
